,Year,Month,Day of Month,Date,State,Magnitude on F/EF scale,Number of injuries,Number of fatalities,Starting latitude,Starting longitude,Ending latitude,Ending longitude,Track length in KM,Tornado width in meters,Starting location,Ending location
55241,2011,4,27,27/04/2011,GA,1,1,0,33.1386,-85.0878,33.3023,-84.8678,27.39,91.44,"Mooty Bridge Road,Buena Vista,Troup County,Georgia,30240","Old Corinth Road,Pine Hills,Coweta County,Georgia,30263"
55242,2011,4,27,27/04/2011,GA,1,0,0,33.5125,-83.7117,33.6339,-83.2996,40.57,804.67,"Timberlake Drive, ,Newton County,Georgia,30056","Copeland Lake Road, ,Greene County,Georgia, "
55243,2011,4,27,27/04/2011,GA,2,6,0,32.9684,-85.0301,33.0159,-84.9288,10.83,402.34,"Murphy Road, ,Troup County,Georgia,30240"," , ,Troup County,Georgia, "
55244,2011,4,27,27/04/2011,GA,2,0,0,32.82,-84.85,32.9596,-84.4632,39.43,1207.01,"Martha Berry Highway, ,Harris County,Georgia,31823","Crest Highway,Glencliff,Upson County,Georgia,30286"
55245,2011,4,27,27/04/2011,GA,3,25,0,34.2703,-84.8674,34.4774,-84.5513,37.1,804.67,"Joe Frank Harris Parkway Northwest, ,Bartow County,Georgia, ","GA 53, ,Pickens County,Georgia,30143"
55246,2011,4,27,27/04/2011,GA,3,1,1,34.6656,-83.9427,34.9267,-83.379,59.53,822.96," , ,Lumpkin County,Georgia, ","Cathey Road, ,Rabun County,Georgia,30568"
55247,2011,4,27,27/04/2011,GA,3,0,2,33.1663,-84.5806,33.3573,-84.2664,34.89,804.67,"Oakland Road,Alvaton,Meriwether County,Georgia,30218","Hedgewood Drive, ,Henry County,Georgia,30228"
55248,2011,4,27,27/04/2011,GA,3,22,2,32.9958,-84.321,33.2,-83.846,49.6,965.61,"US 19;GA 3, ,Pike County,Georgia,30256","Mt Pleasant Ch Road, ,Butts County,Georgia, "
55249,2011,4,27,27/04/2011,GA,4,335,20,34.8744,-85.1785,35.37,-84.6,77.25,731.52,"Hamill Hollow Road, ,Catoosa County,Georgia,30736","County Road 750,Piney Grove,McMinn County,Tennessee,37303"
55251,2011,4,27,27/04/2011,KY,1,0,0,37.2583,-85.5036,37.2942,-85.4686,5.05,137.16,"Columbia Highway, ,Green County,Kentucky,42743","Campbellsville Road, ,Green County,Kentucky,42743"
55252,2011,4,27,27/04/2011,KY,1,0,0,36.6394,-85.5153,36.7072,-85.4494,9.56,502.92," ,Vernon,Monroe County,Kentucky, ","Salt Lick Bend Road,Cloyds Landing,Cumberland County,Kentucky,42717"
55253,2011,4,27,27/04/2011,LA,0,0,0,31.812,-92.328,31.825,-92.193,12.84,91.44,"US 165, ,La Salle Parish,Louisiana, "," , ,La Salle Parish,Louisiana, "
55266,2011,4,27,27/04/2011,MS,0,0,0,32.42,-88.8083,32.4746,-88.6217,18.54,91.44," , ,Lauderdale County,Mississippi, ","Cottonwood Drive East, ,Lauderdale County,Mississippi,39305"
55267,2011,4,27,27/04/2011,MS,1,0,0,32.9045,-90.4135,33.0173,-90.3111,15.55,228.6,"Coker Road,Norway,Yazoo County,Mississippi,39194"," , ,Holmes County,Mississippi, "
55268,2011,4,27,27/04/2011,MS,1,0,0,33.7408,-90.2436,34.084,-89.9932,44.59,45.72,"Forty Mile Bend Road, ,Tallahatchie County,Mississippi,38950","Sandy Creek, ,Tallahatchie County,Mississippi,38948"
55269,2011,4,27,27/04/2011,MS,1,0,0,33.4051,-90.2104,33.437,-90.1699,5.17,91.44,"County Road 252, ,Leflore County,Mississippi,38954","County Road 444, ,Leflore County,Mississippi,38954"
55272,2011,4,27,27/04/2011,MS,1,0,0,33.0611,-89.248,33.0943,-89.1871,6.76,137.16,"Carter Road, ,Winston County,Mississippi,39108","Mayo Road, ,Winston County,Mississippi,39339"
55273,2011,4,27,27/04/2011,MS,1,0,0,33.1702,-89.0181,33.2301,-88.913,11.83,182.88,"Stanley McCully Road, ,Winston County,Mississippi,39339","Bevil Hill Road, ,Winston County,Mississippi, "
55274,2011,4,27,27/04/2011,MS,1,0,0,33.2588,-88.5872,33.3191,-88.5078,10.04,137.16,"US Highway 45 Alternate, ,Noxubee County,Mississippi,39739","James Hairston Road, ,Lowndes County,Mississippi,39743"
55275,2011,4,27,27/04/2011,MS,1,0,0,33.1446,-88.5191,33.2425,-88.4352,13.39,457.2,"Macedonia Cemetery Road, ,Noxubee County,Mississippi,39431"," ,Cliftonville,Noxubee County,Mississippi, "
55277,2011,4,27,27/04/2011,MS,2,0,0,33.0713,-89.9795,33.1689,-89.8007,19.88,1609.34,"Owens Cut-Off Road,Owens Wells,Holmes County,Mississippi, ","US 51, ,Holmes County,Mississippi,39192"
55278,2011,4,27,27/04/2011,MS,2,0,0,33.0057,-89.8017,33.293,-89.6011,37.03,786.38,"County Road 4106, ,Attala County,Mississippi,39160","Tom Mans Road, ,Montgomery County,Mississippi, "
55279,2011,4,27,27/04/2011,MS,2,0,0,33.22,-89.81,33.3162,-89.71,14.18,804.67,"I 55, ,Holmes County,Mississippi,39192"," , ,Carroll County,Mississippi,39176"
55280,2011,4,27,27/04/2011,MS,2,0,0,33.35,-89.5853,33.4022,-89.3932,18.8,1609.34,"Pine Bluff Road, ,Montgomery County,Mississippi,39747","Pearson Road, ,Choctaw County,Mississippi, "
55281,2011,4,27,27/04/2011,MS,2,2,0,33.4166,-89.4349,33.4381,-89.3201,10.93,1600.2,"Kilgore Road, ,Choctaw County,Mississippi,39767","Peele Road, ,Choctaw County,Mississippi, "
55282,2011,4,27,27/04/2011,MS,2,1,0,34.4683,-88.2808,34.5559,-88.1572,14.93,137.16,"County Road 864, ,Tishomingo County,Mississippi,38838","County Road 993, ,Tishomingo County,Mississippi,38827"
55283,2011,4,27,27/04/2011,MS,2,0,0,32.9076,-88.5313,33.1275,-87.9844,56.58,1289.3,"Reed Road,Wahalak,Kemper County,Mississippi, ","Hamilton Jr Craft Road,Benevola,Pickens County,Alabama,35466"
55284,2011,4,27,27/04/2011,MS,2,2,0,32.0382,-90.4918,32.0614,-90.3155,16.83,402.34," , ,Copiah County,Mississippi, "," , ,Hinds County,Mississippi, "
55285,2011,4,27,27/04/2011,MS,2,5,1,33.5092,-89.2547,33.6384,-89.0735,21.45,1207.01," , ,Choctaw County,Mississippi,39744","County Road 175,Cumberland,Webster County,Mississippi,39750"
55286,2011,4,27,27/04/2011,MS,3,0,0,33.0877,-90.0775,33.2653,-89.741,37.01,1609.34,"Hebron Road, ,Holmes County,Mississippi,39095","US 51, ,Carroll County,Mississippi,39176"
55287,2011,4,27,27/04/2011,MS,3,25,0,33.4462,-89.3691,33.9889,-88.5987,113.33,1645.92,"West Wilson Road, ,Choctaw County,Mississippi,39744","Wren Cemetery Road, ,Monroe County,Mississippi,39730"
55288,2011,4,27,27/04/2011,MS,3,8,0,34.2084,-89.5653,34.3299,-89.3785,21.84,402.34,"County Road 378, ,Lafayette County,Mississippi,38965","County Road 273, ,Lafayette County,Mississippi,38655"
55289,2011,4,27,27/04/2011,MS,3,2,0,32.8496,-88.4528,33.0604,-88.1299,38.21,965.61,"Felton Knight Road, ,Kemper County,Mississippi,39358","AL 14,Bridgeville,Pickens County,Alabama,35442"
55290,2011,4,27,27/04/2011,MS,3,0,0,32.1397,-89.6912,32.1793,-89.5469,14.27,402.34," , ,Smith County,Mississippi, ","Smith Co Rd 559,Trenton,Smith County,Mississippi, "
55291,2011,4,27,27/04/2011,MS,3,0,0,32.2882,-89.1817,32.3389,-89.0164,16.53,402.34,"Newton Calhoun Road, ,Newton County,Mississippi,39345","Hickory Little Rock Road, ,Newton County,Mississippi,39332"
55292,2011,4,27,27/04/2011,MS,3,25,4,33.7114,-89.3164,34.022,-88.5035,82.8,1207.01," , ,Webster County,Mississippi,39737"," ,Bigbee,Monroe County,Mississippi, "
55293,2011,4,27,27/04/2011,MS,4,17,7,32.0296,-89.5042,32.4829,-87.4942,196.4,960.12,"Sylvarena Avenue, ,Smith County,Mississippi,39153"," , ,Perry County,Alabama,38786"
55294,2011,4,27,27/04/2011,MS,5,6,3,32.7992,-89.1088,33.0202,-88.6974,45.51,822.96,"County Road 561, ,Neshoba County,Mississippi,39350"," ,Macedonia,Noxubee County,Mississippi, "
55295,2011,4,27,27/04/2011,MS,5,137,23,34.0455,-88.445,34.3226,-87.8924,59.71,1207.01,"West Levee Service Road, ,Monroe County,Mississippi,38821"," , ,Franklin County,Alabama, "
55298,2011,4,27,27/04/2011,NY,1,0,0,42.21,-77.2,42.26,-77.14,7.44,137.16,"Hough Road, ,Steuben County,New York,14821","Stony Ridge Road, ,Steuben County,New York,14821"
55305,2011,4,27,27/04/2011,TN,0,0,0,36.1752,-86.0066,36.2007,-85.9538,5.52,45.72,"Pope Lane,New Middleton,Smith County,Tennessee,38563","Gordonsville Highway, ,Smith County,Tennessee,38547"
55308,2011,4,27,27/04/2011,TN,0,0,0,36.0009,-85.1133,36.067,-85.0553,9.01,91.44,"Finley Road,Baker Crossroads,Cumberland County,Tennessee,38571","Bill Brown Road,Woody,Cumberland County,Tennessee,38571"
55320,2011,4,27,27/04/2011,TN,0,0,0,35.8,-84.06,35.86,-83.97,10.46,182.88,"Wayne Bryant Road,Middle Settlement,Blount County,Tennessee,37777","Topside Road,Singleton,Blount County,Tennessee,37777"
55321,2011,4,27,27/04/2011,TN,0,0,0,36.0844,-83.3351,36.0987,-83.2787,5.31,45.72,"C H Rankin Road, ,Jefferson County,Tennessee,37890","Oak Street, ,Jefferson County,Tennessee,37890"
55329,2011,4,27,27/04/2011,TN,0,0,0,35.63,-84.13,35.658,-84.0659,6.12,91.44,"Nine Mile Road,Brick Mill,Blount County,Tennessee,37801","Gillenwater Road, ,Blount County,Tennessee,37801"
55336,2011,4,27,27/04/2011,TN,1,0,0,36.4561,-85.707,36.4837,-85.6576,5.38,91.44,"South Fork Road,Haydenburg,Jackson County,Tennessee,38588","Keeling Branch Highway,Whitleyville,Jackson County,Tennessee,38588"
55337,2011,4,27,27/04/2011,TN,1,0,0,35.5676,-85.8777,35.6708,-85.6805,21.2,91.44,"Morrison Viola Road, ,Warren County,Tennessee,37357","Ticket Office Access Road to Cave Entrance, ,Warren County,Tennessee, "
55342,2011,4,27,27/04/2011,TN,1,0,0,35.3952,-85.3665,35.44,-85.3,7.89,73.15,"Pebble Drive, ,Sequatchie County,Tennessee,37327","Lower East Valley Road, ,Bledsoe County,Tennessee,37327"
55344,2011,4,27,27/04/2011,TN,1,0,0,35.54,-84.3,35.55,-84.24,5.47,91.44,"Stinnett Road,Phillips,Monroe County,Tennessee,37354","Corn Tassel Road,Hopewell Mill,Monroe County,Tennessee,37885"
55345,2011,4,27,27/04/2011,TN,1,0,0,35.0129,-85.2144,35.0667,-85.2276,6.12,114.3,"Maplewood,Brainerd Park,Hamilton County,Tennessee,37411","Tunnel Boulevard,Hillsboro Heights,Hamilton County,Tennessee,37406"
55346,2011,4,27,27/04/2011,TN,1,0,0,35.04,-85.1,35.11,-85.05,6.44,82.3,"Hidden Trail Lane,Yorktown Woods,Hamilton County,Tennessee,37421","Mountain View Road, ,Hamilton County,Tennessee,37363"
55347,2011,4,27,27/04/2011,TN,1,0,0,35.0681,-85.0964,35.0789,-85.0337,5.79,182.88,"Apison Pike,Four Corners,Hamilton County,Tennessee,37315","Edgemon Road, ,Hamilton County,Tennessee,37363"
55348,2011,4,27,27/04/2011,TN,1,0,0,35.44,-84.42,35.53,-84.25,18.35,182.88,"Old Federal Road, ,Monroe County,Tennessee,37354","Corn Tassel Road,Hopewell Mill,Monroe County,Tennessee,37885"
55350,2011,4,27,27/04/2011,TN,1,0,0,35.44,-84.41,35.53,-84.25,17.7,182.88,"Sleepy Valley Road, ,Monroe County,Tennessee, ","Corn Tassel Road,Hopewell Mill,Monroe County,Tennessee,37885"
55351,2011,4,27,27/04/2011,TN,1,1,0,35.45,-84.46,35.53,-84.26,20.12,182.88,"County Road 410, ,McMinn County,Tennessee,37329","Hopewell Springs Road,Hopewell Springs,Monroe County,Tennessee,37354"
55353,2011,4,27,27/04/2011,TN,1,0,0,35.954,-83.286,35.97,-83.16,11.43,137.16,"Longleaf Way,Promised Land,Jefferson County,Tennessee,37725","Musterfield Road,Jimtown,Cocke County,Tennessee,37821"
55355,2011,4,27,27/04/2011,TN,1,0,1,35.04,-85.07,35.197,-84.859,27.36,109.73,"Rosenberry Cove, ,Hamilton County,Tennessee,37315","Woodcrest Circle Northwest,Burlington Heights,Bradley County,Tennessee,37312"
55356,2011,4,27,27/04/2011,TN,2,0,0,35.0022,-86.6981,35.2683,-86.374,41.76,365.76,"Bates Lane, ,Lincoln County,Tennessee,38488","Henshaw Road, ,Moore County,Tennessee,37352"
55360,2011,4,27,27/04/2011,TN,2,2,0,35.0248,-88.2735,35.0368,-88.2072,6.18,182.88,"Stone Cold Lane,Counce,Hardin County,Tennessee,38326","Blue Heron Point, ,Hardin County,Tennessee,38326"
55361,2011,4,27,27/04/2011,TN,2,1,0,35.35,-84.4,35.44,-84.25,16.9,182.88,"Wesley Chapel Road, ,Monroe County,Tennessee, ","Ballplay School Road,Ballplay,Monroe County,Tennessee,39385"
55362,2011,4,27,27/04/2011,TN,2,0,0,36.29,-82.7,36.36,-82.57,14.16,137.16,"Old Snapps Ferry Road,Liberty Hill,Greene County,Tennessee,37461","Harmony Road,Hartmantown,Washington County,Tennessee, "
55363,2011,4,27,27/04/2011,TN,2,0,0,35.5094,-84.0673,35.663,-83.841,27.2,402.34," , ,Monroe County,Tennessee, ","Beard Cane Trail, ,Blount County,Tennessee, "
55364,2011,4,27,27/04/2011,TN,2,0,0,35.36,-85.39,35.3969,-85.3253,7.24,228.6,"Ekvall Lane, ,Sequatchie County,Tennessee,37327","East Valley Road,Elm Hill,Sequatchie County,Tennessee, "
55365,2011,4,27,27/04/2011,TN,2,0,2,36.39,-81.99,36.5,-81.82,19.31,228.6,"Pine Orchard Road, ,Johnson County,Tennessee,37640","Calvary Lane, ,Johnson County,Tennessee,37683"
55366,2011,4,27,27/04/2011,TN,2,0,4,35.08,-84.95,35.2973,-84.511,44.98,228.6,"Tunnel Hill Road,Parks Store,Bradley County,Tennessee,37311","Mountain Road,Cambria,McMinn County,Tennessee,37325"
55367,2011,4,27,27/04/2011,TN,3,70,2,36.106,-82.702,36.205,-82.491,21.89,914.4,"Greystone Road,Greystone,Greene County,Tennessee,37743","Taylor Bridge Road,Mayday,Washington County,Tennessee,37682"
55368,2011,4,27,27/04/2011,TN,3,33,6,36.035,-82.808,36.15,-82.573,25.43,1371.6," ,Hayesville,Greene County,Tennessee, ","Governor John Sevier Highway,Mount Carmel,Washington County,Tennessee,37641"
55369,2011,4,27,27/04/2011,TN,4,0,0,35.5324,-84.0504,35.6633,-83.846,23.25,1207.01," , ,Monroe County,Tennessee, ","Beard Cane Trail, ,Blount County,Tennessee, "
55370,2011,4,27,27/04/2011,TN,4,12,4,35.34,-85.42,35.68,-84.87,64.63,804.67,"Beaver Creek Road2, ,Sequatchie County,Tennessee,37327","Rhea County Highway,Kemmer Hill,Rhea County,Tennessee,37381"
55371,2011,4,27,27/04/2011,VA,0,0,0,38.509,-77.344,38.539,-77.296,5.34,45.72," , ,Stafford County,Virginia,22555","Battery, ,Prince William County,Virginia,22134"
55375,2011,4,27,27/04/2011,VA,1,0,0,37.2916,-78.3689,37.365,-78.3296,8.92,91.44,"Persimmon Tree Fork Road, ,Prince Edward County,Virginia,23901","Cooks Road,Stoddert,Cumberland County,Virginia,23901"
55378,2011,4,27,27/04/2011,VA,1,0,0,36.68,-81.98,36.71,-81.92,6.28,91.44,"Woodby Lane,Vance Mill,Washington County,Virginia,24211","Dallas Drive,Ashleys,Washington County,Virginia,24211"
55379,2011,4,27,27/04/2011,VA,1,0,0,38.659,-77.592,38.735,-77.547,9.3,114.3," ,Kings Crossroads,Prince William County,Virginia, ","Linton Hall Road, ,Prince William County,Virginia,20136"
55382,2011,4,27,27/04/2011,VA,2,7,1,36.7825,-79.0945,36.9796,-78.8786,29.13,320.04,"High Rock Road,High Rock,Halifax County,Virginia,24597","Moores Trail, ,Halifax County,Virginia,24577"
55383,2011,4,27,27/04/2011,VA,3,50,3,36.65,-81.95,36.838,-81.684,31.59,1207.01,"Browning Road,Parks Mill,Washington County,Virginia,24211","Indianhead Lane, ,Smyth County,Virginia,24319"
55387,2011,4,28,28/04/2011,GA,1,0,0,33.2288,-83.3138,33.2735,-83.2052,10.85,182.88,"Winding Creek Road,Flat Rock,Putnam County,Georgia,31024","Sandy Run Drive, ,Hancock County,Georgia,31087"
55388,2011,4,28,28/04/2011,GA,1,0,0,33.4319,-82.7598,33.4617,-82.6299,12.49,402.34,"Prospect Church Road, ,Warren County,Georgia,30821","Grissom Hill Road, ,Warren County,Georgia,30807"
55394,2011,4,28,28/04/2011,MD,1,0,0,38.263,-76.666,38.294,-76.618,5.42,137.16,"Lake & Breton View Drive,Society Hill,Saint Mary's County,Maryland,20650","Cedar Lane Road, ,Saint Mary's County,Maryland,20650"
55396,2011,4,28,28/04/2011,NC,0,0,0,34.5128,-78.185,34.5679,-78.097,10.12,45.72,"NC 11;NC 53, ,Pender County,North Carolina,28421","US 421;NC 11,Costin,Pender County,North Carolina,28478"
55401,2011,4,28,28/04/2011,NC,1,1,0,35.847,-81.432,35.884,-81.367,7.16,91.44,"Kirby Ward Lane, ,Caldwell County,North Carolina,28638","Beatrice Lane, ,Caldwell County,North Carolina,28630"
55402,2011,4,28,28/04/2011,NC,1,0,0,35.909,-81.322,35.944,-81.258,6.95,68.58,"Caldwell Pond Road, ,Alexander County,North Carolina,28681","David Herman Road, ,Alexander County,North Carolina,28681"
55406,2011,4,28,28/04/2011,NY,1,0,0,42.4355,-75.7333,42.4696,-75.6854,5.46,137.16," , ,Chenango County,New York, ","Corbin Road,East McDonough,Chenango County,New York,13830"
55407,2011,4,28,28/04/2011,NY,1,0,0,42.7072,-75.398,42.7383,-75.3443,5.58,91.44,"Barnard Road,Town of Columbus,Chenango County,New York,13460","Pope Hill Road,Tallette,Chenango County,New York,13411"
55409,2011,4,28,28/04/2011,NY,2,0,0,42.551,-75.773,42.623,-75.666,11.86,365.76,"Moon Hill Road,Town of McDonough,Chenango County,New York,13801","Pigeon Hill Road, ,Chenango County,New York,13844"
55412,2011,4,28,28/04/2011,PA,1,0,0,40.38,-77.5896,40.4669,-77.4763,13.62,91.44,"Route 75,Waterloo,Juniata County,Pennsylvania,17021","Route 75 South,Seven Pines,Juniata County,Pennsylvania,17082"
55417,2011,4,28,28/04/2011,SC,1,0,0,33.7186,-80.7152,33.7418,-80.6386,7.53,402.34,"True Blue Road, ,Calhoun County,South Carolina,29135"," , ,Calhoun County,South Carolina,29135"
55418,2011,4,28,28/04/2011,SC,1,0,0,33.85,-80.43,33.8854,-80.2476,17.3,201.17,"Pinewood Road,Harvins Crossroads,Sumter County,South Carolina,29154","Riggs Road, ,Sumter County,South Carolina,29153"
55419,2011,4,28,28/04/2011,VA,0,0,0,39.001,-78.336,39.046,-78.281,6.89,160.02,"Hite Lane, ,Shenandoah County,Virginia,22657","Cougill Road, ,Frederick County,Virginia,22645"
55420,2011,4,28,28/04/2011,VA,1,0,0,38.179,-79.215,38.225,-79.17,6.45,137.16,"Hidden Spring Lane, ,Augusta County,Virginia,24479","Buffalo Gap Highway, ,Augusta County,Virginia,24421"
55424,2011,4,28,28/04/2011,VA,2,0,0,38.654,-78.962,38.959,-78.478,53.93,365.76,"Little Dry River Road, ,Rockingham County,Virginia,22830","Swartz Road, ,Shenandoah County,Virginia,22644"
55438,2011,5,10,10/05/2011,MN,1,0,0,45.1705,-93.7044,45.2153,-93.6939,5.05,22.86,"10th Street Northeast, ,Wright County,Minnesota,55376","43rd Street Northeast, ,Wright County,Minnesota,55376"
55446,2011,5,11,11/05/2011,MO,0,0,0,38.0653,-94.2225,38.1314,-94.0908,13.66,45.72,"Main Street,Papinville,Bates County,Missouri, ","Southeast 14365 Road, ,Bates County,Missouri, "
55472,2011,5,19,19/05/2011,KS,0,0,0,38.9015,-98.539,38.9477,-98.4917,6.57,54.86,"15th Street, ,Russell County,Kansas,67634"," , ,Russell County,Kansas, "
55476,2011,5,19,19/05/2011,MD,0,0,0,39.1736,-76.0384,39.2113,-75.9895,5.94,15.54,"Rolphs Wharf Road,Rolphs,Queen Anne's County,Maryland,21635"," , ,Queen Anne's County,Maryland,21635"
55482,2011,5,20,20/05/2011,AR,0,0,0,34.3299,-92.8382,34.3544,-92.7921,5.04,91.44,"Jester Lane, ,Hot Spring County,Arkansas,72104"," , ,Hot Spring County,Arkansas,72104"
55486,2011,5,20,20/05/2011,TX,0,0,0,32.601,-94.473,32.5206,-94.5413,10.99,45.72,"TX 154,Nesbitt,Harrison County,Texas,75670","Hickey Road, ,Harrison County,Texas,75650"
55493,2011,5,21,21/05/2011,KS,1,0,0,38.4453,-96.1611,38.485,-96.061,9.74,137.16,"Road L5, ,Lyon County,Kansas,66801","Road T, ,Lyon County,Kansas, "
55495,2011,5,21,21/05/2011,KS,3,5,1,38.5053,-96.0036,38.574,-95.839,16.27,640.08," , ,Lyon County,Kansas,66868","KS 170, ,Osage County,Kansas,66523"
55501,2011,5,21,21/05/2011,OK,1,0,0,34.56,-96.8336,34.6291,-96.7202,11.59,804.67," ,Denny,Murray County,Oklahoma, "," , ,Pontotoc County,Oklahoma, "
55502,2011,5,21,21/05/2011,OK,1,0,0,34.8009,-96.8202,34.7977,-96.7614,5.31,137.16," ,Center,Pontotoc County,Oklahoma, ","County Road 351, ,Pontotoc County,Oklahoma, "
55509,2011,5,22,22/05/2011,IA,1,0,0,42.8558,-92.0078,42.876,-91.8549,12.67,64.01,"U Avenue, ,Fayette County,Iowa,50674","170th Street, ,Fayette County,Iowa,52164"
55510,2011,5,22,22/05/2011,IA,2,3,0,43.4091,-92.4933,43.5789,-91.9719,46.16,228.6,"75th Street, ,Howard County,Iowa,50466","156th Street, ,Fillmore County,Minnesota,55939"
55511,2011,5,22,22/05/2011,IA,2,0,0,41.7916,-92.206,41.8217,-92.1425,6.24,68.58,"148th Street, ,Iowa County,Iowa,52251","130th Street, ,Iowa County,Iowa,52301"
55512,2011,5,22,22/05/2011,IL,1,0,0,42.1257,-89.5406,42.3469,-89.0588,46.9,182.88,"North Columbine Road, ,Ogle County,Illinois,61030","North Park Road,North Park,Winnebago County,Illinois,61115"
55521,2011,5,22,22/05/2011,MN,1,48,1,44.9597,-93.3472,45.1317,-93.2137,21.84,804.67,"23rd Street West, ,Hennepin County,Minnesota,55416","Airport Road Northeast, ,Anoka County,Minnesota,55449"
55522,2011,5,22,22/05/2011,MN,2,0,0,43.7412,-91.4574,43.7983,-91.1929,22.19,137.16,"Mound Prairie Drive, ,Houston County,Minnesota,55943","Wedgewood Drive East, ,La Crosse County,Wisconsin,54601"
55526,2011,5,22,22/05/2011,MO,1,0,0,39.22,-93.06,39.2211,-92.9941,5.68,68.58,"East Maple Street, ,Saline County,Missouri,65349","State Highway D,Hardeman,Saline County,Missouri,65330"
55527,2011,5,22,22/05/2011,MO,2,0,0,37.0052,-94.1877,36.9776,-93.9341,22.74,731.52," , ,Newton County,Missouri, ","County Road 1070, ,Lawrence County,Missouri,65723"
55528,2011,5,22,22/05/2011,MO,2,0,0,36.8347,-93.5013,36.8074,-93.2197,25.27,182.88," , ,Stone County,Missouri, "," , ,Taney County,Missouri,65630"
55529,2011,5,22,22/05/2011,MO,5,1150,158,37.0524,-94.5932,36.9838,-94.2213,34.79,1463.04,"Annelise Lane, ,Newton County,Missouri,64803","Raccoon Road, ,Newton County,Missouri,64844"
55533,2011,5,22,22/05/2011,OK,1,0,0,36.0584,-95.3841,36.0681,-95.3228,5.63,274.32,"Doc Harris Road, ,Wagoner County,Oklahoma, "," , ,Wagoner County,Oklahoma, "
55535,2011,5,22,22/05/2011,OK,1,0,0,36.2291,-94.9451,36.2321,-94.8609,7.56,365.76," , ,Delaware County,Oklahoma, "," , ,Delaware County,Oklahoma,74368"
55538,2011,5,22,22/05/2011,OK,2,0,0,36.553,-94.9733,36.5505,-94.8549,10.78,731.52,"East O 320 Road, ,Delaware County,Oklahoma,74331"," , ,Delaware County,Oklahoma, "
55539,2011,5,22,22/05/2011,OK,2,0,0,36.1389,-94.7574,36.1894,-94.7072,7.24,182.88,"Sawmill Road, ,Adair County,Oklahoma,74347","CR660 Road,Flint,Delaware County,Oklahoma,74347"
55541,2011,5,22,22/05/2011,OK,3,4,0,36.4812,-94.8951,36.5475,-94.5964,28.86,1417.32,"D0377 Road, ,Delaware County,Oklahoma,74342","Miller Road, ,McDonald County,Missouri,64863"
55548,2011,5,22,22/05/2011,WI,0,0,0,43.7153,-88.9926,43.729,-88.9105,6.78,45.72," , ,Green Lake County,Wisconsin,53946","Utley Road,Utley,Green Lake County,Wisconsin,53946"
55549,2011,5,22,22/05/2011,WI,1,0,0,45.777,-90.645,45.821,-90.619,5.29,548.64,"Price Lake Road, ,Price County,Wisconsin,54552","Price Lake Road, ,Price County,Wisconsin,54552"
55551,2011,5,22,22/05/2011,WI,1,0,0,43.89,-90.9351,43.9383,-90.7859,13.16,114.3,"County Road B, ,La Crosse County,Wisconsin,54614","Herald Avenue, ,Monroe County,Wisconsin,54656"
55552,2011,5,22,22/05/2011,WI,2,1,0,44.0429,-90.5657,44.3971,-89.3659,103.8,731.52,"Elder Road, ,Monroe County,Wisconsin,54662","Old Amish Road, ,Portage County,Wisconsin,54406"
55553,2011,5,23,23/05/2011,IL,1,0,0,37.7044,-88.2977,37.7358,-88.0847,19.05,182.88,"Salt Well Road, ,Gallatin County,Illinois,62934","Fish Lake Road, ,Gallatin County,Illinois, "
55560,2011,5,23,23/05/2011,OH,1,0,0,40.7541,-84.6896,40.7545,-84.611,6.61,91.44,"Alspach Road, ,Van Wert County,Ohio,45874","Burris Road, ,Van Wert County,Ohio,45874"
